UNITID,INSTNM,CITY,STABBR,ZIP,INSTURL,MAIN,NUMBRANCH,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATVRMID,SATMTMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTCMMID,ACTENMID,ACTMTMID,SAT_AVG,CIP01BACHL,CIP03BACHL,CIP04BACHL,CIP05BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP12BACHL,CIP13BACHL,CIP14BACHL,CIP15BACHL,CIP16BACHL,CIP19BACHL,CIP22BACHL,CIP23BACHL,CIP24BACHL,CIP25BACHL,CIP26BACHL,CIP27BACHL,CIP29BACHL,CIP30BACHL,CIP31BACHL,CIP38BACHL,CIP39BACHL,CIP40BACHL,CIP41BACHL,CIP42BACHL,CIP43BACHL,CIP44BACHL,CIP45BACHL,CIP46BACHL,CIP47BACHL,CIP48BACHL,CIP49BACHL,CIP50BACHL,CIP51BACHL,CIP52BACHL,CIP54BACHL,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,AVGFACSAL,PFTFAC,UG25ABV,COMP_ORIG_YR2_RT,COMP_ORIG_YR3_RT,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,OPEFLAG,ADMCON7,UGDS_MEN,UGDS_WOMEN,MD_EARN_WNE_P6,PCT25_EARN_WNE_P6,PCT75_EARN_WNE_P6,COUNT_NWNE_1YR,COUNT_WNE_1YR,C150_4,COST_INSTATE_ONCAMPUS,COST_INSTATE_OFFCAMPUS,COST_OUTSTATE_ONCAMPUS,COST_OUTSTATE_OFFCAMPUS,FINAID1,FINAID2,FINAID3,FINAID4,FINAID5,CLIMATE_ZONE,GPA_BOTTOM_TEN_PERCENT
107558,University of the Ozarks,Clarksville,AR,72830,https://www.ozarks.edu/,1,1,2,5,33,35.476278,-93.467221,22,10,8,0,0,0,0,0,0,0,0,0,66,0.5019,450,510,420,540,480,480,18,23,16,23,17,23,21,20,20,1046,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,812,0.4384,0.0677,0.1145,0.0086,0.0086,0.0012,0.0382,0.2599,0.0628,6720,0.7353,0.0255,0.060773481,0.335135135,0.4,0.492063492,0.306451613,1,5,0.4914,0.5086,32401,21486,44935,4,88,0.5253,37134.88,37134.88,37134.88,37134.88,23452,22480,21700,16315,15183,Cfa,2.6
107600,Philander Smith College,Little Rock,AR,72202-3799,https://www.philander.edu/,1,1,2,5,12,34.737131,-92.283015,22,10,8,1,0,0,0,0,0,0,0,0,71,0.526773333,450.8266667,546.44,431.9133333,528.9533333,499.9133333,485.6133333,16.94,21.98,15.14,22.16,15.84,20.94666667,19.66,19.12666667,18.50666667,1011.333333,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,996,0.003,0.9217,0.01,0.001,0.001,0.003,0.0181,0.0341,0.008,5808,1,0.0964,0.06122449,0.179775281,0.258426966,0.36,0.349557522,1,1,0.3614,0.6386,25327,14163,36468,6,100,0.437,26105,31227,26105,31227,12315,12429,12640,8466,12546,Cfa,2.5
107877,Williams Baptist University,Walnut Ridge,AR,72476,https://williamsbaptistuniversity.com/,1,1,2,5,42,36.125676,-90.940277,21,13,8,0,0,0,0,0,0,0,0,0,75,0.5878,440,460,510,530,450,520,18,23,17,23,16,22,21,20,19,1062,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,512,0.7285,0.1309,0.041,0,0.0039,0.002,0.0215,0.0723,0,5468,1,0.0475,0.105691057,0.296774194,0.428571429,0.365853659,0.261538462,1,1,0.5352,0.4648,32457,21126,42660,5,114,0.391,30716,30740,30716,30740,10819,11900,9897,8591,9158,Cfa,2.5
107983,Southern Arkansas University Main Campus,Magnolia,AR,71753,https://www.saumag.edu/,1,1,1,5,33,33.291618,-93.235922,18,12,14,0,0,0,0,0,0,0,0,0,NA,0.6506,458,600,508,568,529,538,18,24,18,25,17,24,21,22,21,1085,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,3164,0.6596,0.2405,0.0458,0.0066,0.0044,6.00E-04,0.0218,0.0205,0,6850,0.6641,0.0982,0.222903885,0.331910352,0.405813953,0.423220974,0.359617682,1,1,0.4444,0.5556,32077,19702,46200,29,580,0.4362,23750,25363,28250,29863,9421,9964,7334,6215,4656,Cfa,2.6
108092,University of Arkansas-Fort Smith,Fort Smith,AR,72913-3649,uafs.edu/,1,1,1,5,13,35.384184,-94.373729,22,11,12,0,0,0,0,0,0,0,0,0,NA,0.785634,494.7266667,605.9866667,493.8866667,598.88,552.9666667,548.5733333,19.26666667,25.40666667,18.62,25.40666667,17.89333333,24.75333333,22.36,22.52666667,21.33333333,1121.453333,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,1,1,2,1,0,4883,0.6424,0.0367,0.1378,0.0528,0.0193,0.001,0.0985,0.0115,0,6986,0.672,0.1946,0.098670399,0.206703911,0.292652553,0.310840708,0.285373988,1,1,0.402,0.598,31022,18548,44860,66,1072,0.3495,20879,22817,28151,30089,8553,7999,5153,3313,2744,Cfa,2.5
108232,Academy of Art University,San Francisco,CA,94105,www.academyart.edu/,1,1,3,8,11,37.787943,-122.400578,18,5,12,0,0,0,0,0,0,0,0,0,NA,0.790292,515.94,624.8066667,507,612.08,567.9933333,557.14,19.94666667,26.08,19.65333333,27.14,18.22,25.42666667,23.41333333,23.49333333,22.08666667,1138.946667,0,0,2,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6570,0.1511,0.0632,0.1082,0.0528,0.0046,0.0053,0.0283,0.2563,0.3301,8678,0.2086,0.409,0.017735334,0.048013968,0.12168837,0.174892704,0.197245018,1,2,0.4339,0.5661,30780,16135,47794,152,1066,0.4468,46724,45856,46724,45856,12555,7820,3328,5319,2903,Csb,2.7
109086,American Conservatory Theater,San Francisco,CA,94102,www.act-sf.org/,1,1,2,8,11,37.786923,-122.410265,30,0,6,0,0,0,0,0,0,0,0,0,NA,0.587892,516.4933333,627.2733333,511.0533333,612.3066667,573.7466667,558.98,20.11333333,25.64666667,19.4,25.94666667,18.23333333,25,23.11333333,23.17333333,21.92666667,1144.493333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10514,1,0.2222,0.315445685,0.511155172,0.589622981,0.594075543,0.549970515,1,3,1,0,50839.02,32475.88667,68523.62667,0,5306.68,0.670032667,47171.4,51332,47171.4,51332,18196.39333,17166.73333,15127.55333,12762.58667,8791.613333,Csb,2.669333333
109350,Antelope Valley College,Lancaster,CA,93536-5426,www.avc.edu/,1,1,1,8,21,34.676207,-118.186166,14,5,12,0,0,0,0,0,1,0,0,0,NA,0.761254,492.5333333,600.46,491.8666667,582.1666667,549.7733333,541.3066667,19.04666667,24.74666667,18.27333333,25.14,17.27333333,23.77333333,21.82,21.75333333,20.92666667,1103.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12334,0.1567,0.1395,0.5803,0.0353,0.0035,0.0016,0.0439,0.0013,0.0379,8669,0.1913,0.333,0.084289931,0.122435897,0.107293869,0.099473684,0.113402062,1,2,0.423,0.577,27265,13680,42912,77,432,0.2726,13545.01333,14824,18801.01333,20080,8323,8214,5874,3140,1748.133333,Csb,2.7
109651,Art Center College of Design,Pasadena,CA,91103,www.artcenter.edu/,1,1,2,8,12,34.169031,-118.185102,30,13,9,0,0,0,0,0,0,0,0,0,NA,0.7084,537.8666667,641.62,524.64,645.46,590.4266667,588.7,21.62,27.71333333,21.34,28.86666667,20,27.03333333,24.7,24.98666667,23.54666667,1186.893333,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2034,0.1244,0.0138,0.0988,0.3328,0.0015,0.0034,0.0349,0.3889,0.0015,7947,0.2543,0.2221,0.043046358,0.28440367,0.560344828,0.724035608,0.691056911,1,3,0.4341,0.5659,52191,23631,84551,54,437,0.6852,68677.87333,68954,68677.87333,68954,22019,21922,21871,15692,8353,Csb,2.9
109785,Azusa Pacific University,Azusa,CA,91702-7000,www.apu.edu/,1,1,2,8,21,34.130047,-117.888375,16,13,14,0,0,0,0,0,0,0,0,0,88,0.6748,520,630,510,630,575,570,20,26,19,27,18,26,23,23,22,1146,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,2,1,1,0,5128,0.3569,0.0614,0.3403,0.1,0.0037,0.0094,0.0657,0.0324,0.0302,9007,0.4,0.1898,0.176179775,0.427012278,0.553795994,0.570609003,0.318447634,1,5,0.3422,0.6578,49365,29704,73817,85,2160,0.6796,56826,62552,56826,62552,31938,29845,29662,26149,20648,Csb,2.8
109819,Bakersfield College,Bakersfield,CA,93305-1299,www.bakersfieldcollege.edu/,1,1,1,8,11,35.40911,-118.973753,14,5,15,0,0,0,0,0,1,0,0,0,NA,0.751034667,489.28,596.4533333,490.5066667,577.66,543.36,536.1,18.69333333,24.47333333,18.18666667,24.78,17.17333333,23.76666667,21.41333333,21.64666667,20.96666667,1093.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19945,0.1782,0.0487,0.6734,0.0391,0.0033,0.001,0.0327,0.0029,0.0208,10430,0.4946,0.288,0.012429644,0.019985196,0.030843043,0.036480687,0.032969584,1,2,0.4435,0.5565,27051,15007,41030,11,131,0.1996,15484.10667,22175,21896.10667,28587,8329,7699,5216,3390,1376.56,BSk,2.6
110060,Bethesda University,Anaheim,CA,92801,www.buc.edu/,1,1,2,8,11,33.842295,-117.941323,24,10,6,0,0,0,0,0,0,0,0,0,99,0.823703333,479.52,584.5933333,480.68,565.34,530.3266667,525.5933333,18.09333333,23.18666667,16.99333333,23.61333333,16.54,22.24666667,20.69333333,19.8,19.44,1063.266667,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,258,0.0659,0.1202,0.1318,0.1395,0,0,0.0233,0.5194,0,2083,0.1311,0.3953,0.18083635,0.222119155,0.146341463,0.212121212,0.29372369,1,3,0.7016,0.2984,37107,24770,54499,3,24,0.2623,20414.38667,25539,20414.38667,25539,7221,4843,2239,1600,1801.82,Csa,2.612
110097,Biola University,La Mirada,CA,90639-0001,https://www.biola.edu/,1,1,2,8,21,33.906203,-118.014374,17,13,14,0,0,0,0,1,0,0,0,0,88,0.6985,550,660,530,650,605,590,21,28,21,29,19,27,25,25,23,1198,0,1,0,0,1,0,1,0,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,2,1,0,2,0,0,1,0,0,0,0,1,1,2,1,0,4031,0.4542,0.0275,0.2074,0.1506,0.0027,0.0079,0.0635,0.0501,0.036,7676,0.6093,0.0688,0.100728155,0.466970387,0.624349636,0.660455487,0.674168297,1,1,0.3672,0.6328,42464,24745,60631,41,1076,0.7386,59176,59176,59176,59176,30815,30095,26738,23827,18077,BSk,2.9
110219,Bryan University,Tempe,AZ,85281,bryanuniversity.edu/,1,1,3,6,12,33.437779,-111.944197,26,11,9,0,0,0,0,0,0,0,0,0,NA,0.798771333,487.66,588.36,479.0733333,568.7133333,533.3533333,521.92,18.54666667,23.32666667,17.25333333,23.48666667,16.6,22.74,20.9,20.4,20.16,1070.646667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1115,0.4224,0.2072,0.0709,0.0063,0.0054,0.0036,0.0735,0,0.2108,5128,0.1446,0.8413,0.231168831,0.231404959,0.255039439,0.225378788,0.24437299,1,2,0.3193,0.6807,32320,17498,47609,74,451,0.2011,23795.35333,22558.02667,23795.35333,22558.02667,4799,5144,4354,1109,0,BWh,2.535333333
110316,California Institute of Integral Studies,San Francisco,CA,94103,www.ciis.edu/,1,1,2,8,11,37.774924,-122.416102,17,11,9,0,0,0,0,0,0,0,0,0,NA,0.617929333,517.64,628.4133333,500.3466667,598.1666667,575.6533333,549.46,19.94,25.84666667,19.62666667,26.54,18.09333333,25.13333333,23.20666667,23.40666667,21.68666667,1137.946667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,69,0.5942,0.087,0.1739,0.0435,0,0,0.0725,0.0145,0.0145,8549,0.2886,0.8551,0.533333333,0.66,0.583333333,0.786885246,0.8,1,3,0.2609,0.7391,33918,18525,72036,9,68,0.614662,47299.73333,47533.16667,46320.52,46553.95333,18035.24667,16845.01333,15800.02,12350.47333,8904.54,Csb,2.648
110361,California Baptist University,Riverside,CA,92504-3297,www.calbaptist.edu/,1,1,2,8,11,33.929321,-117.425619,18,13,13,0,0,0,0,0,1,0,0,0,75,0.7828,500,610,490,600,555,545,18,24,17,24,17,24,21,21,21,1096,0,1,1,0,2,0,2,0,2,1,1,1,0,0,2,2,0,1,1,0,1,2,2,2,1,0,2,2,2,2,0,0,0,1,2,2,2,1,0,8170,0.3853,0.0638,0.3638,0.0596,0.0062,0.0099,0.0562,0.0225,0.0327,9815,0.4411,0.2156,0.168915775,0.38287037,0.515646894,0.556655121,0.396956246,1,1,0.3756,0.6244,46036,27844,69168,101,1861,0.6298,50228,57208,50228,57208,25984,24545,23006,19976,14425,Csa,2.7
110370,California College of the Arts,San Francisco,CA,94107-2247,www.cca.edu/,1,1,2,8,11,37.767485,-122.399451,30,13,10,0,0,0,0,0,0,0,0,0,NA,0.8503,544.08,644.0333333,521.2133333,635.56,592.4066667,578.06,21.54,27.92,21.28666667,29.2,19.28,26.42666667,25.08,25.44666667,23.1,1189.38,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1455,0.1931,0.0405,0.1402,0.1436,0.0096,0.0062,0.0137,0.4344,0.0186,9728,0.2392,0.1221,0.160621762,0.422885572,0.639405204,0.591269841,0.568627451,1,3,0.3567,0.6433,38110,19500,64537,32,323,0.6379,70113,68607,70113,68607,37793,33845,37649,30330,18389,Csb,2.8
110404,California Institute of Technology,Pasadena,CA,91125,www.caltech.edu/,1,1,2,8,12,34.137349,-118.125878,15,14,11,0,0,0,0,0,0,0,0,0,NA,0.0642,740,760,790,800,750,795,35,36,35,36,35,36,36,36,36,1557,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,938,0.2697,0.0171,0.1716,0.3657,0,0.0011,0.0896,0.0842,0.0011,20595,0.9289,0.0064,0.121191038,0.775862069,0.868659461,0.887481149,0.829201102,1,1,0.5469,0.4531,129420,64270.84,204209,10,151,0.9357,74763,74970,74763,74970,66628,68328,64042,59296,23233,Csb,3.6
110413,California Lutheran University,Thousand Oaks,CA,91360-2787,www.callutheran.edu/,1,1,2,8,12,34.224566,-118.878924,18,13,13,0,0,0,0,0,1,0,0,0,39,0.7142,540,630,530,620,585,575,21,27,21,27,19,27,24,24,23,1168,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,2,1,0,3077,0.4088,0.037,0.3718,0.0481,0.0016,0.0049,0.0718,0.0299,0.026,10402,1,0.1098,0.2300123,0.582865169,0.691876751,0.698727016,0.630727763,1,1,0.4368,0.5632,49746,31676,68532,37,672,0.6833,64270,65811,64270,65811,40202,39797,35882,31267,24283,Csb,3
110422,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,calpoly.edu/,1,1,1,8,23,35.299513,-120.657311,18,14,16,0,0,0,0,1,0,0,0,0,NA,0.2842,620,700,620,740,660,680,26,32,26,34,26,32,29,30,29,1342,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,20453,0.5364,0.0084,0.1757,0.1365,0.0014,0.0022,0.077,0.0214,0.0411,10598,0.6936,0.0333,0.134712838,0.554624909,0.749815225,0.758301807,0.699272066,1,1,0.518,0.482,66662,43148,93641,127,3679,0.8202,28927,29425,42817,43315,15827,13622,8895,5717,1199,Csb,3.2
110468,Alliant International University-San Diego,San Diego,CA,92131,https://www.alliant.edu/,1,6,3,8,11,32.897056,-117.094398,17,5,9,0,0,0,0,0,0,0,0,0,NA,0.6667,515.0733333,628.3066667,508.12,607.34,571.3733333,555.42,19.90666667,25.68666667,19.56,26.29333333,18.19333333,25.09333333,23.2,23.40666667,21.91333333,1139.893333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,327,0.4037,0.0734,0.1927,0.0856,0,0,0.0245,0.1346,0.0856,8695,0.875,0.3962,0.630136986,0.416666667,0.5,0.301886792,0.647058824,1,3,0.4159,0.5841,48168,28853,59328,6,264,0.16,33329.36,37624,33329.36,37624,11548.68,10725.54,9024.46,5472.56,3213.106667,BSk,2.622
110486,California State University-Bakersfield,Bakersfield,CA,93311-1099,www.csub.edu/,1,1,1,8,11,35.350005,-119.104711,18,13,12,0,0,0,0,0,1,0,0,0,NA,0.8071,513.9,612.32,511.76,612.9466667,562.2,564.5866667,19.69333333,25.96,19.38,26.16666667,18.22,25.30666667,23.02,22.88666667,22.05333333,1136.646667,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,9750,0.1463,0.0461,0.5951,0.0619,0.0043,0.0017,0.0227,0.0433,0.0787,9640,0.4915,0.2186,0.036285603,0.114803625,0.215113783,0.409234948,0.408423115,1,2,0.3772,0.6228,40335,24507,61339,59,844,0.4298,25031,25975,36911,37855,13237,12780,9096,4917,2923,BSh,2.6
110495,California State University-Stanislaus,Turlock,CA,95382-0299,https://www.csustan.edu/,1,1,1,8,23,37.52577,-120.852511,18,13,12,0,0,0,0,0,1,0,0,0,NA,0.8929,523.6066667,623.3666667,518.7,620.8,572.36,568.6833333,20.19333333,26.24666667,19.38666667,26.17333333,18.84,25.88,23.36,23.09333333,22.79333333,1147.92,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,2,1,1,0,9686,0.1957,0.0225,0.5639,0.0915,0.0025,0.004,0.0332,0.039,0.0476,9678,0.5115,0.1981,0.271730619,0.374291939,0.534340659,0.628718535,0.503832397,1,2,0.3475,0.6525,44551,27302,61943,131,2375,0.5868,22824,25362,34704,37242,13139,12591,8777,4168,1652,Csa,2.6
110510,California State University-San Bernardino,San Bernardino,CA,92407-2393,www.csusb.edu/,1,1,1,8,12,34.182622,-117.323801,18,11,15,0,0,0,0,0,1,0,0,0,NA,0.6856,460,550,450,540,505,495,15,19,14,19,16,19,17,17,18,985,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,17963,0.1072,0.0464,0.6719,0.05,0.0017,0.0013,0.0214,0.0665,0.0337,9808,0.4995,0.1966,0.252688172,0.365183246,0.553033812,0.646672145,0.644904911,1,1,0.3928,0.6072,42079,26404,61848,282,4377,0.5498,24859,28027,36739,39907,13236,12444,9389,4702,1063,Csa,2.6
110529,California State Polytechnic University-Pomona,Pomona,CA,91768,www.cpp.edu/,1,1,1,8,21,34.057912,-117.821476,18,13,15,0,0,0,0,1,1,0,0,0,NA,0.5459,500,620,510,650,560,580,19,27,18,27,18,27,23,23,23,1143,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,26373,0.1497,0.0335,0.4725,0.2152,0.0014,0.0021,0.036,0.0594,0.0303,10766,0.4405,0.1855,0.237615157,0.419338292,0.598230817,0.701421801,0.649834686,1,1,0.5286,0.4714,51735,33387,72978,316,6401,0.6936,28542,25415,40422,37295,13371,12337,7955,4023,1071,Csb,2.9
110538,California State University-Chico,Chico,CA,95929-0150,www.csuchico.edu/,1,1,1,8,12,39.729712,-121.844859,18,13,15,0,0,0,0,0,1,0,0,0,NA,0.7233,500,600,490,590,550,540,18,24,16,23,17,24,21,20,21,1089,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,2,0,1,1,0,1,1,2,0,1,0,1,1,1,2,0,0,0,0,1,1,1,1,0,16044,0.4313,0.0279,0.3455,0.056,0.005,0.0025,0.0538,0.0265,0.0514,9692,0.5573,0.1362,0.238833913,0.440586001,0.615595826,0.682819383,0.650075988,1,1,0.4689,0.5311,47409,29385,69817,163,4089,0.6736,25994,25788,37874,37668,13628,12312,7772,4444,849,Csa,2.8
110547,California State University-Dominguez Hills,Carson,CA,90747-0005,https://www.csudh.edu/,1,1,1,8,13,33.864766,-118.255917,18,9,15,0,0,0,0,0,1,0,0,0,NA,0.77,515.8066667,619.3133333,516.9266667,617.0666667,567.8533333,564.8633333,19.96666667,26.12,19.44,26.02666667,18.48666667,25.26666667,23.1,23.24,22.18666667,1141.1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,0,15328,0.0541,0.1051,0.6607,0.0745,8.00E-04,0.0025,0.0254,0.0491,0.0277,9761,0.4058,0.331,0.342541436,0.433082271,0.549201009,0.56900068,0.512351946,1,2,0.3753,0.6247,43481,26795,63253,166,3630,0.4445,24533,27303,36413,39183,12496,11836,8044,4047,1400,BSk,2.6
110556,California State University-Fresno,Fresno,CA,93740,www.fresnostate.edu/,1,1,1,8,11,36.811154,-119.744569,17,11,15,0,0,0,0,1,1,0,0,0,NA,0.5794,470,570,470,560,520,515,16,22,15,22,16,22,19,19,19,1030,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,21156,0.1792,0.0263,0.5455,0.1272,0.004,0.0018,0.0263,0.0551,0.0346,9653,0.5538,0.147,0.224901111,0.316425121,0.494423792,0.590045684,0.58972468,1,1,0.4095,0.5905,42306,26662,61240,268,4763,0.5625,21716,26627,33596,38507,13230,12763,8945,4675,1443,BSk,2.7
110565,California State University-Fullerton,Fullerton,CA,92831-3599,www.fullerton.edu/,1,1,1,8,21,33.881506,-117.885446,18,13,15,0,0,0,0,1,1,0,0,0,NA,0.5269,510,600,520,600,555,560,19,24,17,24,18,25,22,21,22,1113,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,1,2,1,0,35087,0.1799,0.0188,0.4581,0.2098,0.0011,0.0018,0.0393,0.0616,0.0295,10392,0.4788,0.1955,0.290289652,0.473383537,0.636264485,0.731540633,0.681790313,1,1,0.4311,0.5689,45657,29559,64185,574,9742,0.6897,28043,28454,39923,40334,13277,11468,8141,4652,948,Csa,2.9
110574,California State University-East Bay,Hayward,CA,94542,www.csueastbay.edu/,1,1,1,8,21,37.657694,-122.054135,18,13,15,0,0,0,0,1,1,0,0,0,NA,0.7618,520.5333333,623.18,515.0466667,623.9066667,569.6466667,570.64,19.98666667,26.16,19.21333333,26.04666667,18.44666667,25.51333333,23.24,22.99333333,22.44,1146.293333,0,1,0,2,1,0,1,0,0,1,0,1,2,0,1,1,0,1,1,0,1,2,1,0,1,0,1,1,1,1,0,0,0,0,1,1,2,1,0,13104,0.148,0.0995,0.3649,0.2266,0.001,0.0102,0.0504,0.0546,0.0448,10382,0.4538,0.3289,0.242742604,0.391180654,0.501832621,0.503967088,0.514563107,1,2,0.3993,0.6007,52563,32528,74486,196,4035,0.497,27248,29330,39128,41210,13459,12604,8447,3785,1119,Csb,2.7
110583,California State University-Long Beach,Long Beach,CA,90840-0115,www.csulb.edu/,1,1,1,8,11,33.782818,-118.11204,18,13,15,0,0,0,0,1,1,0,0,0,NA,0.3927,520,620,520,630,570,575,20,26,19,26,19,26,23,23,23,1146,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,32900,0.1681,0.0373,0.4436,0.2104,0.0011,0.0027,0.0464,0.064,0.0266,10346,0.4785,0.1767,0.308247277,0.520715096,0.705767077,0.754687742,0.714653345,1,1,0.4369,0.5631,46059,29143,65942,605,9941,0.7351,25258,27230,37138,39110,12875,11644,8432,4695,1059,BSk,2.9
110592,California State University-Los Angeles,Los Angeles,CA,90032-8506,www.calstatela.edu/,1,1,1,8,11,34.066927,-118.168965,18,11,15,0,0,0,0,1,1,0,0,0,NA,0.4781,450,540,440,540,495,490,15,20,14,20,16,19,18,17,18,979,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,22743,0.0459,0.0314,0.6972,0.1248,8.00E-04,0.001,0.0135,0.0644,0.0209,10216,0.3966,0.2304,0.280569007,0.338364167,0.527672359,0.556405354,0.492602866,1,1,0.4211,0.5789,42517,26698,60696,357,5562,0.5168,28027,28298,39907,40178,13349,12611,9084,5152,1569,Csb,2.7
110608,California State University-Northridge,Northridge,CA,91330,https://www.csun.edu/,1,1,1,8,11,34.240126,-118.529319,18,11,15,0,0,0,0,0,1,0,0,0,NA,0.5934,460,570,450,560,515,505,16,22,15,22,16,22,19,19,19,1019,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,2,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,34713,0.2036,0.0481,0.515,0.0944,0.001,0.001,0.03,0.0712,0.0357,10414,0.4396,0.2097,0.269891008,0.403596404,0.557248488,0.637672375,0.591728814,1,1,0.4527,0.5473,42178,26196,61095,571,9351,0.5524,23645,28505,35525,40385,13356,12418,8518,3955,1040,Csb,2.8
